timestamp,price,volume,open,high,low,close,funding_rate,oracle_price
2025-04-13 16:49:29.079001,2962.087264825447,23637.242567816054,,2968.7299553128873,2950.269869516254,2962.087264825447,0.0,2962.087264825447
2025-04-13 17:49:29.079001,3054.654808824311,26935.710974452853,2962.087264825447,3068.748724060695,3052.6788097646095,3054.654808824311,1.0416478287576809e-06,3054.7184428627716
2025-04-13 18:49:29.079001,3072.5720876160754,27167.473660983163,3054.654808824311,3082.9218547831965,3065.5205780341494,3072.5720876160754,2.0831826325142815e-06,3072.70007441234
2025-04-13 19:49:29.079001,3110.550106245639,24857.251776439647,3072.5720876160754,3122.924010583492,3097.048446395973,3110.550106245639,3.1244913985326082e-06,3110.74438908339
2025-04-13 20:49:29.079001,3035.40221448997,51553.22636271338,3110.550106245639,3040.5383821316464,3029.0634581219547,3035.40221448997,4.165461138601909e-06,3035.6548720097317
2025-04-13 21:49:29.079001,3109.7693767233422,54311.54871132739,3035.40221448997,3123.449350088683,3105.1424452973847,3109.7693767233422,5.2059789012977704e-06,3110.092725532459
2025-04-13 22:49:29.079001,3168.1950740579714,22630.927466786077,3109.7693767233422,3182.350122812117,3165.456861926052,3168.1950740579714,6.24593178423802e-06,3168.5900679341416
2025-04-13 23:49:29.079001,3254.774855111795,70939.74821500892,3168.1950740579714,3260.021320071309,3248.715921014335,3254.774855111795,7.285206946333303e-06,3255.2478291242833
2025-04-14 00:49:29.079001,3337.957178746961,11457.166892250483,3254.774855111795,3343.2647943845723,3324.8794948170876,3337.957178746961,8.323691620031026e-06,3338.510932934011
2025-04-14 01:49:29.079001,3331.599447326609,37653.52708774438,3337.957178746961,3346.0157791344,3321.199471101278,3331.599447326609,9.36127312355129e-06,3332.220468447082
2025-04-14 02:49:29.079001,3397.0159331694463,60076.597195847935,3331.599447326609,3406.5002910527683,3384.3961298757313,3397.0159331694463,1.0397838873113554e-05,3397.7185364786833
2025-04-14 03:49:29.079001,3481.558595585715,22460.18013629922,3397.0159331694463,3486.7923269162698,3479.526208718828,3481.558595585715,1.1433276395152636e-05,3482.3494875199376
2025-04-14 04:49:29.079001,3551.627854485963,22789.993298544458,3481.558595585715,3563.267331761959,3534.922468664089,3551.627854485963,1.246747333852277e-05,3552.506541278962
2025-04-14 05:49:29.079001,3680.6309873385003,18406.549702232882,3551.627854485963,3695.421689475474,3673.6300421557894,3680.6309873385003,1.3500317486688369e-05,3681.6156830593054
