timestamp,funding_rate
2025-05-16 16:52:41.038521,-0.0003657873308130368
2025-05-17 00:52:41.038521,0.0014699301045511595
2025-05-17 08:52:41.038521,0.0005982451585206201
2025-05-17 16:52:41.038521,-0.0002795448963199668
2025-05-18 00:52:41.038521,-0.0003284678047906991
2025-05-18 08:52:41.038521,0.0001446954480077535
2025-05-18 16:52:41.038521,-0.0010623818382663917
2025-05-19 00:52:41.038521,-0.0005689220731660651
2025-05-19 08:52:41.038521,0.0009771628926386903
2025-05-19 16:52:41.038521,-0.0002837092087682766
2025-05-20 00:52:41.038521,0.0001242700411944529
2025-05-20 08:52:41.038521,0.0005587177267687291
2025-05-20 16:52:41.038521,0.00022260561407872349
2025-05-21 00:52:41.038521,0.0005790092484009499
2025-05-21 08:52:41.038521,0.0006482740258079972
2025-05-21 16:52:41.038521,-0.0001238106061858445
2025-05-22 00:52:41.038521,-5.0070847054721395e-05
2025-05-22 08:52:41.038521,5.463603111137159e-05
2025-05-22 16:52:41.038521,0.0004305750855454658
2025-05-23 00:52:41.038521,-7.210593488674482e-05
2025-05-23 08:52:41.038521,0.00018792732481464
2025-05-23 16:52:41.038521,0.0006539891508567609
