timestamp,funding_rate
2025-05-16 16:52:40.895836,3.3774439996488956e-05
2025-05-17 00:52:40.895836,0.0003442097478109912
2025-05-17 08:52:40.895836,0.0002511724151828395
2025-05-17 16:52:40.895836,0.00011093143891101794
2025-05-18 00:52:40.895836,-0.00029132883219617117
2025-05-18 08:52:40.895836,-0.0005126762775469581
2025-05-18 16:52:40.895836,0.0008365627917040439
2025-05-19 00:52:40.895836,0.0007357465772806305
2025-05-19 08:52:40.895836,0.0002657667262599594
2025-05-19 16:52:40.895836,-0.00016504595961414818
2025-05-20 00:52:40.895836,-0.00020637670923011185
2025-05-20 08:52:40.895836,-0.0004359373369492234
2025-05-20 16:52:40.895836,-0.0001971482042051694
2025-05-21 00:52:40.895836,0.0004096855880250184
2025-05-21 08:52:40.895836,0.0007729512811626184
2025-05-21 16:52:40.895836,0.0007052920527181498
2025-05-22 00:52:40.895836,0.0007309175777905513
2025-05-22 08:52:40.895836,-5.339747631035576e-05
2025-05-22 16:52:40.895836,-0.0005133391754243765
2025-05-23 00:52:40.895836,0.00020358873526327132
2025-05-23 08:52:40.895836,0.00018377170264427295
2025-05-23 16:52:40.895836,-0.0005177350695031052
