timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,bb_middle,bb_std,bb_upper,bb_lower,atr,vwap,stoch_k,stoch_d,obv,rate
2025-04-23 18:20:44.171186,3482.9570872164654,3533.629634473092,3466.3703655269087,3506.9381348769843,22377.462592548844,,,,3506.9381348769843,3506.9381348769843,0.0,0.0,0.0,,,,,,,3502.312711625661,,,0.0,
2025-04-23 19:20:44.171186,3480.323940900044,3563.405355108332,3446.434761031288,3512.952629292369,27030.756428177912,,,,3507.86344171012,3507.383652981828,0.479788728292533,0.0959577456585066,0.3838309826340264,,,,,,,3505.2040127402674,,,27030.756428177912,
2025-04-23 20:20:44.171186,3544.205442301046,3569.3502498676685,3523.3901188884806,3556.9688934685923,27091.93272405221,,,,3515.418126596039,3511.056633758625,4.361492837414062,0.9490647640096176,3.412428073404444,,,,,,,3521.0338417812927,,,54122.68915223012,
2025-04-23 21:20:44.171186,3621.763068437009,3701.867929716359,3605.57609539279,3661.672685715068,17884.854003046818,,,,3537.9188279989667,3522.2133783479912,15.705449650975424,3.9003417414027792,11.805107909572644,,,,,,,3546.678883801126,,,72007.54315527694,
2025-04-23 22:20:44.171186,3651.748198461883,3701.420948618925,3642.951879666391,3686.158489288235,38518.090115177874,,,,3560.724929735777,3534.357460639861,26.367469095915567,8.393767212305338,17.97370188361023,,,,,,,3584.4033843563866,,,110525.63327045484,
2025-04-23 23:20:44.171186,3701.986795003309,3716.3079743903927,3609.620778487694,3645.093395228069,30909.84848873241,,,,3573.704693657668,3542.56012246121,31.144571196457942,12.94392800913586,18.20064318732209,,,,,,,3598.1030257212474,,,79615.78478172241,
2025-04-24 00:20:44.171186,3768.065024569513,3809.602302975664,3713.780948000071,3733.4038730304624,20397.953377379425,,,,3598.2737981765595,3556.696696577451,41.57710159910857,18.6705627271304,22.90653887197817,,,,,,,3615.173325314174,,,100013.73815910183,
2025-04-24 01:20:44.171186,3859.3947204554192,3895.88250712591,3789.9001650298,3830.65276072928,29948.54507627321,,,,3634.024407800055,3576.989738366475,57.03466943357989,26.343384068420303,30.69128536515959,,,,,,,3646.447441367464,,,129962.28323537504,0.0004480284918067
2025-04-24 02:20:44.171186,3862.963474871549,3894.9341189595466,3778.013181616278,3814.2095465888087,40728.49078769269,,,,3661.745198382941,3594.561576012574,67.18362237036672,34.51143172880958,32.67219064155714,,,,,,,3675.62583157394,,,89233.79244768235,
2025-04-24 03:20:44.171186,3859.290989245281,3940.775695160255,3801.717636713261,3872.981172423923,26679.24155049388,,,,3694.243040543092,3615.185249820822,79.05779072227006,43.42070352750168,35.63708719476838,,,,,,,3694.2162109228566,,,115913.03399817624,
2025-04-24 04:20:44.171186,3871.5796143220873,3903.35854683033,3797.939527345649,3825.481601920285,29198.53617859363,,,,3714.433588447276,3630.762757383745,83.67083106353084,51.47072903470752,32.20010202882332,,,,,,,3708.1259140252,,,86714.49781958261,
2025-04-24 05:20:44.171186,3817.029878752297,3873.9693620857634,3752.80731761728,3778.096804467285,34842.196067216944,,,,3724.227929373431,3641.676390501044,82.55153887238703,57.68689100224343,24.8646478701436,,,,,,,3717.5519017154193,,,51872.30175236567,
2025-04-24 06:20:44.171186,3829.914609619566,3875.459799751377,3762.005030909009,3781.559989686204,45479.55576391427,,,,3733.048246344627,3652.0381385888336,81.01010775579334,62.35153435295341,18.65857340283993,,,,,,,3727.877255308416,,,97351.85751627994,
2025-04-24 07:20:44.171186,3718.784114315239,3747.891218975045,3637.5984878712825,3676.8197346428906,20705.3725664322,,,,3724.397706082821,3653.873812370616,70.52389371220534,63.9860062248038,6.537887487401534,62.4155689496965,,,,,115.54618978180608,3725.843851041209,46.60447025645224,,76646.48494984774,
