timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,bb_middle,bb_std,bb_upper,bb_lower,atr,vwap,stoch_k,stoch_d,obv,rate
2025-04-23 18:20:47.027742,148.97742523298794,152.0177780683855,147.9822219316145,150.41628809261906,959.0341111092362,,,,150.41628809261906,150.41628809261906,0.0,0.0,0.0,,,,,,,150.13876269753968,,,0.0,
2025-04-23 19:20:47.027742,148.812666754162,153.8001515191103,146.77825544926688,150.77140912521728,1158.4609897790535,,,,150.47092209763417,150.442593354293,0.0283287433411771,0.0056657486682354,0.0226629946729417,,,,,,,150.30900406300063,,,1158.4609897790535,
2025-04-23 20:20:47.027742,152.64094193136225,154.1574147072164,151.38557852513537,153.41070030673436,1161.082831030809,,,,150.92319566826498,150.66245312854792,0.2607425397170573,0.0566811068779998,0.2040614328390574,,,,,,,151.25653295095793,,,2319.5438208098626,
2025-04-23 21:20:47.027742,157.28972141942492,162.1774022405475,156.30205654569954,159.72484792526902,766.4937429877207,,,,152.27729601549638,151.33374163200875,0.9435543834876228,0.2340557621999244,0.7094986212876984,,,,,,,152.7998966777011,,,3086.037563797583,
2025-04-23 22:20:47.027742,159.1104669578205,162.1472763008078,158.57269236274396,161.21418564353863,1650.7752906504802,,,,153.65220211211826,152.06562637360355,1.5865757385147106,0.5045597574628816,1.0820159810518288,,,,,,,155.07348960351294,,,4736.812854448063,
2025-04-23 23:20:47.027742,162.17295747775628,163.04758490630638,156.53195199022446,158.69834644175674,1324.707792374246,,,,154.4285320089857,152.5569389712445,1.871593037741178,0.7779664135185409,1.0936266242226371,,,,,,,155.8947570279819,,,3412.105062073817,
2025-04-24 00:20:47.027742,166.20618677473092,168.76949681633482,162.85625813450878,164.06720990376564,874.1980018876897,,,,155.91140553125953,153.40955163291278,2.501853898346752,1.1227439104841834,1.3791099878625688,,,,,,,156.92857214015012,,,4286.303063961506,
2025-04-24 01:20:47.027742,171.84417576654158,174.11481932328962,167.51951321763795,170.0555568445489,1283.5090746974238,,,,158.08742881022712,154.64258905599695,3.4448397542301734,1.5871630792333815,1.857676674996792,,,,,,,158.83528309625453,,,5569.81213865893,0.0005973713224089
2025-04-24 02:20:47.027742,172.05825843002535,174.04638817714627,166.77553079455518,169.0264416533248,1745.5067480439725,,,,159.77035386301137,155.70805961876198,4.062294244249387,2.082189312236583,1.980104932012804,,,,,,,160.61121411903034,,,3824.3053906149576,
2025-04-24 03:20:47.027742,171.82042261888978,176.90564428560324,168.22743843328496,172.6747868255171,1143.3960664497376,,,,161.7556512418584,156.9648542266698,4.790797015188616,2.62391085282699,2.1668861623616262,,,,,,,161.74743214140614,,,4967.701457064695,
