timestamp,rate
2025-04-24 01:20:47.863214,0.0005973713224089862
2025-04-24 09:20:47.863214,0.000444976493405206
2025-04-24 17:20:47.863214,0.0005269287945278104
2025-04-25 01:20:47.863214,0.0007943773217073933
2025-04-25 09:20:47.863214,0.0005598673152615747
2025-04-25 17:20:47.863214,0.00039571425101529896
2025-04-26 01:20:47.863214,0.0007160110514324832
2025-04-26 09:20:47.863214,0.0007453920709994363
2025-04-26 17:20:47.863214,0.00046910059707521687
2025-04-27 01:20:47.863214,0.0005185848284132833
2025-04-27 09:20:47.863214,0.0003117891336143073
2025-04-27 17:20:47.863214,0.00016647725267315345
2025-04-28 01:20:47.863214,0.0002346050220470556
2025-04-28 09:20:47.863214,-0.00023496374328493255
2025-04-28 17:20:47.863214,-0.0005184549001025806
2025-04-29 01:20:47.863214,-0.00043786743708963986
2025-04-29 09:20:47.863214,-0.0004895866748430096
2025-04-29 17:20:47.863214,-0.00020729131256724096
2025-04-30 01:20:47.863214,-0.0003030296969221593
2025-04-30 09:20:47.863214,-0.0004910736761659815
2025-04-30 17:20:47.863214,6.800413122498605e-05
2025-05-01 01:20:47.863214,5.341657974072167e-05
2025-05-01 09:20:47.863214,0.00011359837494360689
2025-05-01 17:20:47.863214,-0.00020242070223070488
2025-05-02 01:20:47.863214,-0.00021234634544753725
2025-05-02 09:20:47.863214,-6.20210202829082e-05
2025-05-02 17:20:47.863214,-0.0002596531727793884
2025-05-03 01:20:47.863214,-3.158969654261059e-05
2025-05-03 09:20:47.863214,-0.00010626607316034061
2025-05-03 17:20:47.863214,-8.439275116262485e-05
2025-05-04 01:20:47.863214,-0.00014348451274889267
2025-05-04 09:20:47.863214,0.0004041076053579202
2025-05-04 17:20:47.863214,0.00033963598981344
2025-05-05 01:20:47.863214,4.389456991999189e-05
2025-05-05 09:20:47.863214,0.0002881369778487597
2025-05-05 17:20:47.863214,-3.1306591498913585e-05
2025-05-06 01:20:47.863214,8.82126487519018e-05
2025-05-06 09:20:47.863214,-0.00034857197560481486
2025-05-06 17:20:47.863214,-0.0005027650346589937
2025-05-07 01:20:47.863214,-0.000244688827652706
2025-05-07 09:20:47.863214,6.59497998420043e-05
2025-05-07 17:20:47.863214,0.00014729324737499592
2025-05-08 01:20:47.863214,0.0001353496853893194
2025-05-08 09:20:47.863214,8.247989283109428e-05
2025-05-08 17:20:47.863214,-0.0002371093527064166
2025-05-09 01:20:47.863214,-0.0002787391569092217
2025-05-09 09:20:47.863214,-0.0002456707148668042
2025-05-09 17:20:47.863214,0.00014173983388577688
2025-05-10 01:20:47.863214,0.00024168627321647455
2025-05-10 09:20:47.863214,-0.0001939492460355239
2025-05-10 17:20:47.863214,2.0156804298840543e-06
2025-05-11 01:20:47.863214,-3.1008770998997134e-05
2025-05-11 09:20:47.863214,-0.00012416741977272808
2025-05-11 17:20:47.863214,0.00011988511548089863
2025-05-12 01:20:47.863214,0.00039135946623565726
2025-05-12 09:20:47.863214,0.0005574588549528477
2025-05-12 17:20:47.863214,0.0002488089928935601
2025-05-13 01:20:47.863214,0.00015995532482120055
2025-05-13 09:20:47.863214,0.0002514719509116957
2025-05-13 17:20:47.863214,0.0004701611961475532
2025-05-14 01:20:47.863214,0.00027411102022041763
2025-05-14 09:20:47.863214,0.00020731955975497623
2025-05-14 17:20:47.863214,-6.039670193296344e-05
2025-05-15 01:20:47.863214,-0.00026936728113243543
2025-05-15 09:20:47.863214,6.64491005819027e-05
2025-05-15 17:20:47.863214,0.00043201197726432935
2025-05-16 01:20:47.863214,0.0003451259549057504
2025-05-16 09:20:47.863214,0.000542436063928111
2025-05-16 17:20:47.863214,0.00052649789076111
2025-05-17 01:20:47.863214,0.0002737197824275471
2025-05-17 09:20:47.863214,0.00033833879302130226
2025-05-17 17:20:47.863214,0.0006659659310667442
2025-05-18 01:20:47.863214,0.0005175779023603326
2025-05-18 09:20:47.863214,0.0007978190090475943
2025-05-18 17:20:47.863214,-1.0265518648222647e-05
2025-05-19 01:20:47.863214,0.0002500707379962979
2025-05-19 09:20:47.863214,0.0002559408129745696
2025-05-19 17:20:47.863214,0.0001673968049703905
2025-05-20 01:20:47.863214,0.00019920034984779387
2025-05-20 09:20:47.863214,-0.0002775762946107585
2025-05-20 17:20:47.863214,-0.0001870246593085338
2025-05-21 01:20:47.863214,1.4789755646845494e-05
2025-05-21 09:20:47.863214,0.0004250473996907557
2025-05-21 17:20:47.863214,0.00023314832739785362
2025-05-22 01:20:47.863214,2.9165364484132488e-05
2025-05-22 09:20:47.863214,-4.0005935321396025e-05
2025-05-22 17:20:47.863214,0.00025169235352352055
2025-05-23 01:20:47.863214,0.00031508491378478865
2025-05-23 09:20:47.863214,0.0001534169907452627
2025-05-23 17:20:47.863214,0.00029057607746888934
