timestamp,open,high,low,close,volume
2025-04-23 21:20:41.974350,59906.30159224584,60417.14579267883,59582.85420732117,60008.11464247344,687283.3775443007
2025-04-24 01:20:41.974350,59758.28090694796,60475.40649605948,59661.94366814104,60366.3583517125,522095.2201532666
2025-04-24 05:20:41.974350,60531.11928311316,60950.75063570393,60325.62354072522,60879.89993576495,878171.9862535517
2025-04-24 09:20:41.974350,62366.74385790425,62948.18319125785,61267.53280860325,61535.67273086008,490153.2030937666
2025-04-24 13:20:41.974350,62047.52069147275,62777.69109810793,61942.697145180384,62592.666390156555,642036.702053619
2025-04-24 17:20:41.974350,61941.78567937314,62607.81586442527,61864.496473887935,62277.80703508846,610997.7914182422
2025-04-24 21:20:41.974350,63091.037998792555,64455.078116272074,62703.62833500033,64071.49946373464,515694.6907318531
2025-04-25 01:20:41.974350,64345.90725948803,65191.845509627754,64165.27792805118,65034.60505209418,847944.3315338828
2025-04-25 05:20:41.974350,64176.247948151205,65246.70484631283,63940.18307499567,64933.12077110706,721180.1263546221
2025-04-25 09:20:41.974350,64835.138921052225,65906.18823263624,64220.02233508472,65316.423350437755,356389.1639045214
2025-04-25 13:20:41.974350,65047.67288293924,65486.05340573122,64088.87270971786,64484.194014361085,471924.75127697067
2025-04-25 17:20:41.974350,64308.18037965322,64988.494014406504,63585.96109349416,63825.73780711588,516114.38484675775
2025-04-25 21:20:41.974350,64111.98380999946,64764.166727618685,63957.00707527871,64430.2677116575,673734.2854914
2025-04-26 01:20:41.974350,62819.08684687104,63029.96456927301,62296.37004662922,62504.5245223663,682457.9408989239
2025-04-26 05:20:41.974350,60351.32461208718,61402.243348983,59914.785768642,60850.66818033116,777111.7168612222
2025-04-26 09:20:41.974350,59631.935465580034,60062.53857883417,59143.658764210864,59593.78095695845,877589.048806755
2025-04-26 13:20:41.974350,58195.52589061155,59231.89875405505,57670.111141372916,58559.26451668791,393862.22560265166
2025-04-26 17:20:41.974350,58122.94120851706,58811.243761986254,57935.360653510674,58604.60449995924,467960.3381675657
2025-04-26 21:20:41.974350,57240.329659883995,58450.22508798634,56773.86973741317,58022.23195110239,551760.0374566739
2025-04-27 01:20:41.974350,56506.56854077566,56672.17256153735,55830.95183625799,56246.7189585199,369643.5843041497
2025-04-27 05:20:41.974350,57224.2550183094,57322.505680323426,56699.940113789744,56835.99363550827,584504.2974523951
2025-04-27 09:20:41.974350,57195.20831268509,57407.14457830413,56724.824677867044,57018.712995032576,560310.9895427838
2025-04-27 13:20:41.974350,56879.52321856168,57653.78239605721,56626.96447491684,57158.981023140404,524767.5687758827
2025-04-27 17:20:41.974350,55594.761096502625,56657.755184189606,55396.184790041254,56359.36534090124,397760.6562488578
2025-04-27 21:20:41.974350,55269.68865624924,55591.76750870558,54960.988036176495,55424.17585731148,864138.1448549745
2025-04-28 01:20:41.974350,55449.13187122042,55736.984422844704,54550.86705882524,54926.509056625335,627370.0735895609
2025-04-28 05:20:41.974350,54820.54047868479,55001.11705225568,53438.0052651048,53653.495454701784,417474.6808735779
2025-04-28 09:20:41.974350,54240.37966045465,54544.67626980151,53927.08006684107,54212.547122737604,709804.0640498141
2025-04-28 13:20:41.974350,53996.16434552253,54095.738754781174,53481.271086216446,53782.78497966098,788681.0895533614
2025-04-28 17:20:41.974350,53672.39663516071,53857.32776872194,53021.689072319394,53229.280828282725,826483.2081162317
2025-04-28 21:20:41.974350,52741.67694801387,53542.27835361532,52235.84340114268,52981.78616615685,750368.850984515
2025-04-29 01:20:41.974350,53867.46394470347,54807.85196164445,53393.83473146575,54311.25933985473,765847.776445198
2025-04-29 05:20:41.974350,54151.780341552716,54924.22575488373,54008.317078255066,54623.43915732726,750522.6406748984
2025-04-29 09:20:41.974350,54261.02091477553,54448.53585088527,53099.3021134713,53501.23756345225,795874.479664645
2025-04-29 13:20:41.974350,54053.489165736406,54636.25829975349,53747.45806611306,54195.7111858004,843229.1858515582
2025-04-29 17:20:41.974350,53635.735287996984,53711.492935474016,53080.048777391334,53155.66872460653,644062.7328739717
2025-04-29 21:20:41.974350,53461.88680706967,53923.824093787975,52716.825537956276,53161.6457632263,703511.0736462232
2025-04-30 01:20:41.974350,51428.487447560816,52487.80526346619,51189.37861967545,51885.96171528072,596652.1828215489
2025-04-30 05:20:41.974350,50346.78522453619,50727.40238617786,50164.86869060949,50645.880944193086,510549.0075312472
2025-04-30 09:20:41.974350,50370.82938491654,50491.84098076822,49872.525578484565,50029.0344921937,360673.60567367414
2025-04-30 13:20:41.974350,50608.52149277732,50921.44315894388,50330.02643376143,50820.15951028216,723745.3362938978
2025-04-30 17:20:41.974350,51118.472776796974,51180.79843347697,50589.160020942436,50796.40603542603,522385.28824013454
2025-04-30 21:20:41.974350,50357.39988485838,51552.33533379176,50216.31690756346,51286.93697564736,525755.7513185495
2025-05-01 01:20:41.974350,50541.10519663003,50968.87010965254,50377.51323647968,50773.53831343387,843812.6310568416
2025-05-01 05:20:41.974350,49567.512850995685,49867.699858527194,49261.82271235187,49451.18097652109,333781.9654091024
2025-05-01 09:20:41.974350,48900.129560538095,49045.10411841928,48441.83745792308,48563.44518701328,650021.2590582957
2025-05-01 13:20:41.974350,48351.2902355016,48894.858853813996,47485.61009475696,47700.60557687787,434157.5031116716
2025-05-01 17:20:41.974350,49296.10752258461,49455.93670811284,48029.50771267403,48718.09639045468,834685.8682188425
2025-05-01 21:20:41.974350,49118.445674764036,49653.36249614316,48643.16796242709,49372.0654575161,881581.5213714594
2025-05-02 01:20:41.974350,47787.58821837101,48552.98952049545,47569.56177047618,48240.07896413219,676534.8480504381
2025-05-02 05:20:41.974350,47944.90909040458,48483.89617930124,47443.73910086896,48080.71598025841,870246.8904459352
2025-05-02 09:20:41.974350,48008.27043428827,48342.286428722386,47016.54710141209,47532.32270789366,412872.69583425677
2025-05-02 13:20:41.974350,47358.23201577773,47600.43260460955,46691.740437024084,47117.831778512744,884636.8845997
2025-05-02 17:20:41.974350,47092.815397577935,48099.29965464401,46690.52312383705,47569.33348582485,788277.0118241693
2025-05-02 21:20:41.974350,48573.141228752436,48727.90365184215,47586.8329436324,47781.93903601278,869879.9479751544
2025-05-03 01:20:41.974350,48819.9836364305,49621.88845239394,48420.16784196883,49469.379764132216,819638.3337002451
2025-05-03 05:20:41.974350,48792.241398793805,48977.84228864287,48446.665681928214,48540.03519816316,892365.6775889668
2025-05-03 09:20:41.974350,48316.79167668007,48727.62566749251,48097.856377380245,48657.06994314893,805271.3538814252
2025-05-03 13:20:41.974350,48766.98372252298,49201.12836877929,47901.57501632591,48409.22886178779,333825.2979905563
2025-05-03 17:20:41.974350,48721.89599527165,49931.8051170644,48587.2929409816,49795.54517405441,633259.0233615765
2025-05-03 21:20:41.974350,48724.17209992022,49771.78396511966,48524.41753843903,49271.514238906406,570326.4811860562
2025-05-04 01:20:41.974350,48840.963309750616,49298.663210979474,48682.20733886771,49046.81455495108,703020.4106435141
2025-05-04 05:20:41.974350,48236.86716359047,48726.72178230926,47649.11631951479,47898.44267321716,612184.620542276
2025-05-04 09:20:41.974350,46738.527416225,47747.349351779754,46547.61715049041,47412.339413770904,636562.7829212318
2025-05-04 13:20:41.974350,47451.64436541818,48033.9938261646,46729.42974161636,47366.692245580256,753082.3534041714
2025-05-04 17:20:41.974350,48263.004698523146,48897.02883770669,47813.57075331724,48414.40090659381,308726.7994007292
2025-05-04 21:20:41.974350,48478.27378491362,49021.467307585386,48194.55987520255,48752.71409719498,842495.2166962491
2025-05-05 01:20:41.974350,49107.995091642464,49789.33120935155,48951.754551189595,49503.39687164453,673252.020136724
2025-05-05 05:20:41.974350,49776.387858833936,50535.528752493425,49177.080352995734,50359.79314330258,595269.7758477229
2025-05-05 09:20:41.974350,49851.276977571346,49932.4314910675,49180.91014009365,49408.5856093759,497250.96617250494
2025-05-05 13:20:41.974350,49755.72564836124,50285.067954312915,49157.97960373146,49663.42024574552,376827.5033746635
2025-05-05 17:20:41.974350,51015.19428096481,51176.715576727875,50513.79241607645,50797.024988238394,507400.36999431794
2025-05-05 21:20:41.974350,51549.73692633277,51882.75848415542,50453.33972521688,51069.522202112756,415373.4112852025
2025-05-06 01:20:41.974350,52453.07410487962,52673.281515546245,52106.56023534201,52349.79463214057,353221.5202542334
2025-05-06 05:20:41.974350,50899.519099002486,51163.00507210024,50531.85032047006,50755.46343481469,602050.3625129142
2025-05-06 09:20:41.974350,51375.10547691599,51593.89231182177,50380.00036682313,50682.06504929664,349055.41916932317
2025-05-06 13:20:41.974350,51060.32874191092,51796.44636333602,50392.79676360782,51250.07724347012,783720.7678758368
2025-05-06 17:20:41.974350,51023.126951161285,51552.25404001904,50281.1092151429,50728.31214909127,590713.7911146128
2025-05-06 21:20:41.974350,51143.210923196835,51502.014542612145,50362.90521688605,50591.87943321414,322009.92173435877
2025-05-07 01:20:41.974350,49256.648209668194,49896.14848334432,49150.882033460184,49676.04967071079,619268.0911591895
2025-05-07 05:20:41.974350,49090.36131954399,49260.98006995972,48666.392472441825,48906.01828951072,461545.9385696286
2025-05-07 09:20:41.974350,49156.72645486224,49476.13282078079,48615.589674017385,48973.07719407202,496498.4113067488
2025-05-07 13:20:41.974350,49941.35681678651,50399.203776473805,49778.341287580624,50257.424194458086,773502.743164403
2025-05-07 17:20:41.974350,50263.087262102956,50548.07586869064,49548.66774074025,49813.77429144923,747263.684510598
2025-05-07 21:20:41.974350,49577.910660934846,49934.19416907513,49012.34925163182,49339.38948253398,687550.3447989607
2025-05-08 01:20:41.974350,49372.393021405565,49482.896140432626,48434.41877579532,48704.600983648794,442336.07504159666
2025-05-08 05:20:41.974350,49495.280458701054,49734.24384433004,49139.240545204746,49398.49981588843,411940.21443078347
2025-05-08 09:20:41.974350,50093.12488252812,50203.638139627445,49421.486102398056,49787.46012596323,614706.8337421528
2025-05-08 13:20:41.974350,49519.76901812058,50011.40467460924,49109.0155143105,49703.81832643709,881682.2599652213
2025-05-08 17:20:41.974350,49704.05509610316,50525.114197501825,49163.854229895514,49937.53318636864,701185.9319546586
2025-05-08 21:20:41.974350,49674.65815663738,50716.19692079448,49286.77840310152,50161.57058236596,761695.7599151621
2025-05-09 01:20:41.974350,50848.93392420754,51078.84824555053,50381.769414668146,50588.771050382486,445445.83944904816
2025-05-09 05:20:41.974350,50385.44492104916,50767.306802257466,50146.849408498885,50601.33152618488,392617.6291645214
2025-05-09 09:20:41.974350,50127.22361370443,50639.64055268041,49655.603691150936,50280.11452891221,380648.8061633845
2025-05-09 13:20:41.974350,49711.250944461935,50064.047175806016,49503.11072935723,49965.29419007257,452784.39285825833
2025-05-09 17:20:41.974350,48384.66996163922,49233.52039901572,48083.71461809549,48875.505919651325,547104.5484883611
2025-05-09 21:20:41.974350,48260.119985628015,48945.873409256405,48121.89591839283,48851.94884481134,374578.33409132686
2025-05-10 01:20:41.974350,48590.46933135449,49276.492003106156,48078.18494891415,48709.21165451537,744672.3895740354
2025-05-10 05:20:41.974350,48668.85028212052,49250.95671664222,48203.831222727196,49060.49184037501,420976.3920286467
2025-05-10 09:20:41.974350,48795.92836497638,48908.248087412416,48263.36291620854,48414.215172389275,613839.2548614716
